Det er 9269 legemiddelmerkevarer med SortertVirkestoffMedStyrke
Det er 6523 virkestoffmedstyrker
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| No   | Id                                   | Stoff                                              | Styrke                       | AlternativStyrke       | AtcKombipreparat |
|   51 | ac7c0709-cb54-433f-b19e-2f935bb7ef4c | Acetylsalisylsyre                                  | 81 mg                        |                        |                  |
|   52 | b0682bf0-3022-4b53-b906-bae9b352f320 | Aciklovir                                          | 200 mg                       |                        |                  |
|   53 | 7164cb86-2f19-4409-8577-d2c4c42fb3a2 | Aciklovir                                          | 25 mg/ml                     |                        |                  |
|   54 | 0d2188d4-1c74-4426-9d81-3c6083d994c6 | Aciklovir                                          | 30 mg/g                      |                        |                  |
|   55 | 4df3b8ce-1e8f-4d35-81a6-70dcb44fe40a | Aciklovir                                          | 5 %                          | 50 mg/g                |                  |
|   56 | 7dacd4ee-2acc-4f9a-bfb4-c0dfdadd97a1 | Aciklovir                                          | 5 %                          | 50 mg/g                |                  |
|   57 | 554e7e72-50f1-4a1b-8ffa-77432f28d6c3 | Aciklovir                                          | 50 mg/g                      |                        | D06BB03          |
|   58 | 6be32546-676f-41f4-b586-21773c7f2089 | Aciklovir                                          | 80 mg/ml                     |                        |                  |
|   59 | 922886e8-2c04-4581-99b2-dd51e8187a4c | Aciklovir                                          | 800 mg                       |                        |                  |
|   60 | 68f96368-3df2-433d-9290-858f1806e754 | Acipimox                                           | 250 mg                       |                        |                  |
|   61 | 258be336-b5d8-475f-81a5-010b8609384b | Acitretin                                          | 10 mg                        |                        |                  |
|   62 | 1730c47e-409a-489e-b49d-2886cec05991 | Acitretin                                          | 25 mg                        |                        |                  |
|   63 | cae11be7-7eda-450e-8935-425bf57a5e1b | Adalimumab                                         | 20 mg/sproyte                |                        |                  |
|   64 | 2feb699b-28a1-41bd-b8b7-f7ffb24a3ae9 | Adalimumab                                         | 40 mg/penn                   |                        |                  |
|   65 | 5b0c1d37-e123-4256-a694-011c43706ab5 | Adalimumab                                         | 40 mg/sproyte                |                        |                  |
|   66 | 9af3b0c2-86c2-4617-86d4-fb6658b683c9 | Adalimumab                                         | 80 mg/penn                   |                        |                  |
|   67 | 5cc3f73d-0230-4c19-9b21-b067f0e3a24e | Adalimumab                                         | 80 mg/sproyte                |                        |                  |
|   68 | 52500978-28cd-4b54-8e2a-bca90a7e2827 | Adapalen                                           | 0.1 %                        | 1 mg/g                 | D10AD03          |
|   69 | 90b941be-79c6-4836-82d4-9ec995fffe40 | Adapalen                                           | 0.3 %                        | 3 mg/g                 | D10AD03          |
|   70 | e1f5e3e5-9cb9-4164-9b3b-1c5ef04583b0 | Adapalen                                           | 1 mg/g                       |                        |                  |
|   71 | e9cd81da-860a-408b-9950-957e15a04b67 | Adefovir                                           | 10 mg                        |                        |                  |
|   72 | 4acc1e3e-6621-45ad-b282-72a74c8572b3 | Adenosin                                           | 3 mg/ml                      |                        |                  |
|   73 | e76c2532-0fd0-4155-b032-df54d108da34 | Adenosin                                           | 5 mg/ml                      |                        |                  |
|   74 | 77925fe2-ca5f-4b6c-9c1e-6918e91e7c0e | Adrenalin                                          | 0.005 mg/ml                  |                        | C01CA24          |
|   75 | 378eb3dc-c324-458f-90d6-6e118fd0b2dc | Adrenalin                                          | 0.01 % w/v                   | 0.1 mg/ml              |                  |
|   76 | aff5429b-f7ae-44b0-a23c-af5a8128fdc0 | Adrenalin                                          | 0.1 mg/ml                    |                        |                  |
|   77 | c4e92b3e-94ed-4e09-82eb-9fa641bcb42d | Adrenalin                                          | 0.2 mg/ml                    |                        |                  |
|   78 | 3c114db8-d660-4801-b9a5-c03ae72782be | Adrenalin                                          | 1 mg/10 ml                   |                        |                  |
|   79 | 00bcce2e-2c04-45db-b9a8-a2a535d9ad44 | Adrenalin                                          | 1 mg/ml                      |                        |                  |
|   80 | 43c9684e-21f1-40ca-9136-c74ddc572dec | Adrenalin                                          | 1 mg/ml                      |                        |                  |
|   81 | 4be49ca3-e35d-47a4-b885-cf59708bcce3 | Adrenalin                                          | 1 mg/ml                      |                        |                  |
|   82 | d0c666cb-a38c-47c2-83df-88b45fee1d21 | Adrenalin                                          | 1 mg/ml                      |                        |                  |
|   83 | d90a3ca9-9615-41fb-8d46-a6e562287bba | Adrenalin                                          | 1 mg/ml                      |                        | B02BC09          |
|   84 | 8e8a3db4-7702-4916-81fa-751b12d993b6 | Adrenalin                                          | 10 mikrog/ml                 |                        | C01CA24          |
|   85 | 13676a15-5241-4663-a3c3-403cf0b85b3c | Adrenalin                                          | 12.5 mikrog/ml               |                        | C01CA24          |
|   86 | d7213633-1baf-4e51-b0a1-834b2868f621 | Adrenalin                                          | 150 mikrog/penn              |                        |                  |
|   87 | b5d19ace-fed8-4001-8a23-1f8cb6c6b5fa | Adrenalin                                          | 300 mikrog/dose              |                        |                  |
|   88 | f266cb16-9e03-4b59-8df7-262cf371d1d6 | Adrenalin                                          | 300 mikrog/penn              |                        |                  |
|   89 | 65bf7533-16e5-4c92-a58f-9311bf2b5b19 | Adrenalin                                          | 5 mikrog/ml                  |                        |                  |
|   90 | 6809102a-335c-445d-aad1-43f07c4271bb | Adrenalin                                          | 5 mikrog/ml                  |                        | C01CA24          |
|   91 | 902eef8f-769b-4131-81eb-5b403c518885 | Adrenalin                                          | 5 mikrog/ml                  |                        | C01CA24          |
|   92 | 914b0f5b-81bc-45df-bdfe-18c74b7dbefb | Adrenalin                                          | 5 mikrog/ml                  |                        |                  |
|   93 | aab28109-3f57-4fd7-87de-56c1337dcc29 | Adrenalin                                          | 5 mikrog/ml                  |                        | C01CA24          |
|   94 | bef15912-249b-4dcf-912e-9fd9e12d77e4 | Adrenalin                                          | 5 mikrog/ml                  |                        | C01CA24          |
|   95 | c129a40d-d410-42cf-ac75-11728c0c1a46 | Adrenalin                                          | 5 mikrog/ml                  |                        | C01CA24          |
|   96 | cde8811e-5fda-45a6-83b6-bc6e0ace238c | Adrenalin                                          | 5 mikrog/ml                  |                        | C01CA24          |
|   97 | d8d9198d-d77e-495b-a96b-8703e0efb0e3 | Adrenalin                                          | 5 mikrog/ml                  |                        |                  |
|   98 | e643f0c9-db08-44a0-aa32-2ebd7667f392 | Adrenalin                                          | 5 mikrog/ml                  |                        | C01CA24          |
|   99 | f44edb0a-1f39-41bb-b801-88a617ed9ba5 | Adrenalin                                          | 5 mikrog/ml                  |                        | C01CA24          |
|  100 | 6bd75787-86c0-4d46-b1c0-e346f7d7c9ff | Adrenalin                                          | 500 mikrog/penn              |                        |                  |
|  101 | a4bac2ea-5960-4faa-b5a6-0aa190c8690a | Adrenalin, racemisk                                | 2.25 %                       | 22.5 mg/ml             |                  |
|  102 | 47ada410-7bc8-424d-aac5-2f902c389cf5 | Aesculin                                           | 10 mg                        |                        |                  |
|  103 | bc8aa2da-f17f-4751-ae6b-bff1af64b533 | Afatinib                                           | 20 mg                        |                        |                  |
|  104 | f52bcab0-eea8-4086-8886-98bb23c36b3d | Afatinib                                           | 30 mg                        |                        |                  |
|  105 | f9818717-47ad-47ab-90be-3e3a349d5cd5 | Afatinib                                           | 40 mg                        |                        |                  |
|  106 | 9a3893d6-b844-45ff-9222-d966c718bfdc | Afatinib                                           | 50 mg                        |                        |                  |
|  107 | 458ebec0-0178-4324-8081-2ae08cba727e | Aflibercept                                        | 40 mg/ml                     |                        |                  |
|  108 | fdf3dc05-0326-49e9-9b55-7caa0a18a706 | Agalsidase alfa                                    | 1 mg/ml                      |                        |                  |
|  109 | b7afcbd5-a0b0-4647-826f-2e1c9eb8293e | Agalsidase beta (rekombinant human alfa galakto... | 35 mg                        |                        |                  |
|  110 | c0192515-5479-41ee-93f1-9da568197247 | Agalsidase beta (rekombinant human alfa galakto... | 5 mg                         |                        |                  |
|  111 | dd7e24ab-4d28-4814-8428-b8622e652474 | Agomelatin                                         | 25 mg                        |                        |                  |
|  112 | ed32ee98-3687-48af-bf1d-40412946f51e | Agurkurt                                           | 350 mg                       |                        |                  |
|  113 | b4063efe-58a8-4519-ad73-e6b1899f5b60 | Akamprosat                                         | 333 mg                       |                        |                  |
|  114 | 0ba25096-aad6-46a4-87d7-1996e56a0506 | Akarbose                                           | 100 mg                       |                        |                  |
|  115 | 99e0acf2-f80f-4177-b2de-ca6b1033c2ef | Akarbose                                           | 50 mg                        |                        |                  |
|  116 | 674df13e-78a2-44ec-aef8-9131f817dc19 | Akasiefiber                                        | 50 mg                        |                        |                  |
|  117 | e0e5e7f0-e8c2-4311-ac58-4b7ee8c523a2 | Aklidinium                                         | 322 mikrog                   | 322 mikrog/dose        |                  |
|  118 | 5f602cee-3fba-4c4d-a76e-fb46ea857d9b | Aklidinium                                         | 340 mikrog                   | 340 mikrog/dose        | R03BB05          |
|  119 | 6932316c-7179-4f4d-9b97-ffe07855cd02 | Aksitinib                                          | 1 mg                         |                        |                  |
|  120 | 2a17baf1-6f9c-43ef-8d4c-e17c1bdab450 | Aksitinib                                          | 3 mg                         |                        |                  |
|  121 | 19298d0c-c421-41a8-93b8-505d163f9fd3 | Aksitinib                                          | 5 mg                         |                        |                  |
|  122 | 62f9d4bc-ea1f-4a9f-b30e-f34a4ce89832 | Aksitinib                                          | 7 mg                         |                        |                  |
|  123 | ed098c95-5458-4f81-a258-491cba1662ef | Alanin                                             | 0.951 g/L                    |                        |                  |
|  124 | d7ece833-c7e3-4451-854e-58a8db089a1a | Albendazol                                         | 4 % w/v                      | 40 mg/ml               |                  |
|  125 | 08b2c162-db57-4fce-a8e8-1c32473e6e7f | Albendazol                                         | 400 mg                       |                        |                  |
|  126 | 766a849c-5bad-4c3b-89d4-f8be8491e909 | Albendazol                                         | 400 mg                       |                        |                  |
|  127 | cf51da6d-7349-4335-988a-9e6b94367aab | Albumin                                            | 0.3 mg/ml                    |                        |                  |
|  128 | 63feb1aa-0d68-44c1-83fa-d6c7884ccdbf | Albumin                                            | 200 g/L                      |                        |                  |
|  129 | f8c8c442-56ba-4d8a-9de8-b1f48c4011dc | Albumin                                            | 50 g/L                       |                        |                  |
|  130 | d9bc9dc1-df85-464d-8f87-fd57f34c569c | Albumin                                            | 50 mg/ml                     |                        |                  |
|  131 | 0b9eaab3-878c-4684-a8ef-93af8871fe1d | Albutrepenonakog alfa                              | 1000 IE                      |                        |                  |
|  132 | 12dd9c62-b0de-4781-a55d-31e21b102823 | Albutrepenonakog alfa                              | 2000 IE                      |                        |                  |
|  133 | e58b2c22-a865-43d7-9b4a-8c5c1d3397a7 | Albutrepenonakog alfa                              | 250 IE                       |                        |                  |
|  134 | 0781b48e-e81b-4a7a-a98b-59a5012b2615 | Albutrepenonakog alfa                              | 500 IE                       |                        |                  |
|  135 | 0ebcefb0-d058-4688-8d8e-f39ed8107c71 | Aldesleukin                                        | 18 mill IE                   |                        |                  |
|  136 | 4f7822a7-fd99-439d-8949-74e386e985c1 | Alektinib                                          | 150 mg                       |                        |                  |
|  137 | a928f2de-cd95-4cca-96a2-7775a511fee1 | Alemtuzumab                                        | 12 mg/1.2 ml                 |                        |                  |
|  138 | 47f84bea-8834-49fa-adef-7628a0bcdd37 | Alendronsyre                                       | 10 mg                        |                        |                  |
|  139 | 4339392d-e7bc-46d5-a048-f17481f3d954 | Alendronsyre                                       | 70 mg                        |                        |                  |
|  140 | 28ea8671-510e-45b9-ad3a-bf8f9d4f0b4a | Alfa-1-Proteinasehemmer                            | 1000 mg                      |                        |                  |
|  141 | d92f4c98-bae2-4a6a-86b7-8734cd9acebb | Alfa-galaktosidase                                 | 600 IU                       |                        |                  |
|  142 | c367cc7f-9043-4581-8c28-d95e3c4a9ce6 | Alfakalsidol                                       | 0.25 mikrog                  |                        |                  |
|  143 | 59572b64-d26b-47e6-b499-aab0b42cd0c0 | Alfakalsidol                                       | 0.5 mikrog                   |                        |                  |
|  144 | 02d82707-f19a-47e7-90e8-b096e4b5cefc | Alfakalsidol                                       | 2 mikrog/ml                  |                        |                  |
|  145 | f152cfa1-e929-42b2-b4b7-a85995716e48 | Alfakalsidol                                       | 2 mikrog/ml                  | 0.1 mg/dr†pe           |                  |
|  146 | c9f2c15c-6cf4-431f-bba7-1b7bcc4934fb | Alfentanil                                         | 0.5 mg/ml                    |                        |                  |
|  147 | bbdcfa2f-96da-4032-bea8-65bbee3be002 | Alfuzosin                                          | 2.5 mg                       |                        |                  |
|  148 | d05853d2-3860-466a-9c57-6313272bc0d8 | Alfuzosin                                          | 5 mg                         |                        |                  |
|  149 | 9c2b7688-8260-4691-b21c-c813fb5cfdb9 | Alglukosidase alfa                                 | 50 mg                        |                        |                  |
|  150 | ff1299b8-af3b-4af6-b820-ae949873c7d6 | Alimemazin                                         | 10 mg                        |                        |                  |
|  151 | c9e1fa5f-6b14-40c7-9ad1-526e724fa331 | Alimemazin                                         | 20 mg                        |                        |                  |
|  152 | d2575664-a534-42b1-931a-d5e730a160bb | Alimemazin                                         | 5 mg/ml                      |                        |                  |
|  153 | ebede846-f960-478c-996a-bc4881b7ffcf | Alirokumab                                         | 150 mg/penn                  |                        |                  |
|  154 | 1f0d4689-8137-4575-bbb5-c06eb524cf04 | Alirokumab                                         | 75 mg/penn                   |                        |                  |
|  155 | d955ed0e-4459-4950-9fe2-7c267ed7bb46 | Alisaprid                                          | 50 mg                        |                        |                  |
|  156 | 88f12c95-7d4d-47d0-ac64-a9aa4a7b3cdc | Aliskiren                                          | 150 mg                       |                        |                  |
|  157 | 4c9e13e1-7285-43ea-be6b-3ba6f9a66880 | Aliskiren                                          | 300 mg                       |                        |                  |
|  158 | d50059cc-ff0e-41b9-9e6f-b515645c60aa | Alitretinoin                                       | 10 mg                        |                        |                  |
|  159 | 2bbed95b-8e4f-44ac-aed2-e03fd5fa2951 | Alitretinoin                                       | 30 mg                        |                        |                  |
|  160 | dc4fb6c9-631e-44d7-9a90-443db844ece4 | Allergen av alternaria alternata                   | 0.01 IC/ml                   |                        |                  |
|  161 | 253e571e-8139-4f4a-8b7e-25900ae6e865 | Allergen av alternaria alternata                   | 0.1 IC/ml                    |                        |                  |
|  162 | 37924548-7b4d-4d9a-b9b9-b9ab48a01f17 | Allergen av alternaria alternata                   | 1 IC/ml                      |                        |                  |
|  163 | 68d32a47-a227-4b38-97ce-82b850871a86 | Allergen av alternaria alternata                   | 10 IC/ml                     |                        |                  |
|  164 | e2c4f319-2245-48ce-91a9-8c31a71aa3b5 | Allergen av alternaria alternata                   | 10 IC/ml                     |                        |                  |
|  165 | 5d238c7a-d215-4f6d-9573-71b020bcf006 | Allergen av alternaria alternata                   | 100 IC/ml                    |                        |                  |
|  166 | d60ff4ec-47d8-4534-9289-7aa843581734 | Allergen av ask                                    | 100 IR/ml                    |                        |                  |
|  167 | f7775e3f-8c58-4734-9b51-12d2a8150783 | Allergen av Betula verrucosa                       | 10 HEP                       |                        |                  |
|  168 | db36ec82-6eed-4205-af5e-046364148b19 | Allergen av bigift                                 | 10 mikrog/ml                 |                        |                  |
|  169 | 845b3abc-113f-46d6-923a-a780305baedc | Allergen av bigift                                 | 100 mikrog/ml                |                        |                  |
|  170 | d1b40f20-287f-482d-b12d-391151a9300f | Allergen av bigift                                 | 100 SQ-E/ml                  |                        |                  |
|  171 | f86f9f71-6bf5-4ce4-8b79-04ca348b3a59 | Allergen av bigift                                 | 1000 SQ-E/ml                 |                        |                  |
|  172 | b92d919e-1012-4096-8ae1-a521be085b45 | Allergen av bigift                                 | 10000 SQ-E/ml                |                        |                  |
|  173 | 336f1bae-f95b-4eb1-bd15-806340f78f5a | Allergen av bigift                                 | 100000 SQ-E/ml               |                        |                  |
|  174 | 50c88a1f-7469-412e-9b6a-5360cf40f4f9 | Allergen av bigift                                 | 100000 SQ-E/ml               |                        |                  |
|  175 | 8764f919-3fe0-4038-8d3f-0070c8156ada | Allergen av bigift                                 | 100000 SQ-E/ml               |                        |                  |
|  176 | dae19dd2-5165-4ceb-92bf-510b62fbff5f | Allergen av bigift                                 | 300 mikrog/ml                |                        |                  |
|  177 | 6e016ce1-0030-4882-b9aa-2e7eb2407ad5 | Allergen av bjork                                  | 10 IR/ml                     |                        | V01AA05          |
|  178 | ac4982db-c4fc-4678-83e7-f6454d3cbf01 | Allergen av bjork                                  | 100 IR/ml                    |                        |                  |
|  179 | 3d4e23d3-1fcc-48db-904d-c3ce26f09a8c | Allergen av bjork                                  | 300 IR/ml                    |                        | V01AA05          |
|  180 | 44ac57d3-17eb-49e2-88d4-340022f6bd85 | Allergen av bjork                                  | 300 IR/ml                    |                        | V01AA05          |
|  181 | 765c900b-2140-4f9a-8b22-d1a29e5d4d9e | Allergen av bjorkepollen                           | 0.01 IR/ml                   |                        |                  |
|  182 | 8e823066-9d62-497c-a0b7-2695b1244488 | Allergen av bjorkepollen                           | 0.1 IR/ml                    |                        |                  |
|  183 | d0aa1704-8dc0-409a-bc48-97c24f924e94 | Allergen av bjorkepollen                           | 1 IR/ml                      |                        |                  |
|  184 | bb06c382-c503-4841-b3a7-70ae9a5775ee | Allergen av bjorkepollen                           | 10 IR/ml                     |                        |                  |
|  185 | ef00d33b-ccef-479a-ae8d-f2f892c9dfb0 | Allergen av bjorkepollen                           | 10 IR/ml                     |                        |                  |
|  186 | f384b039-5c54-418b-8b7b-9e7be31f2094 | Allergen av bjorkepollen                           | 100 E/ml                     |                        |                  |
|  187 | e62edfa8-c7d7-4e47-bc45-4feb96fcfd0a | Allergen av bjorkepollen                           | 10000 SQ-E/ml                |                        |                  |
|  188 | 1ad8b407-01fd-486a-8e5e-24422799a823 | Allergen av bjorkepollen                           | 100000 SQ-E/ml               |                        |                  |
|  189 | f547381c-b38a-42ed-bab5-9d4d84b2c9bc | Allergen av bjorkepollen                           | 100000 SQ-E/ml               |                        |                  |
|  190 | b31c27ec-fdc0-4492-a350-70d317b2ac87 | Allergen av bjorkepollen                           | 300 IR/ml                    |                        |                  |
|  191 | 945b95f1-6495-4d94-adfa-ff276d521e81 | Allergen av Dermatophagoides pteronyssinus         | 0.01 IR/ml                   |                        |                  |
|  192 | be943c84-95a0-4c1f-888e-f5c6912df487 | Allergen av Dermatophagoides pteronyssinus         | 0.1 IR/ml                    |                        |                  |
|  193 | 0ce048f7-b1a3-4773-91c4-d528d227deb8 | Allergen av Dermatophagoides pteronyssinus         | 1 IR/ml                      |                        |                  |
|  194 | b8b46cee-bbe5-4e2f-99f8-1437d99deba1 | Allergen av Dermatophagoides pteronyssinus         | 10 HEP                       |                        |                  |
|  195 | 5b63fdea-e5b1-471a-be6b-59c34fac2e39 | Allergen av Dermatophagoides pteronyssinus         | 10 IR/ml                     |                        |                  |
|  196 | 21a76957-bc3a-44f5-b981-ad63c569aa74 | Allergen av Dermatophagoides pteronyssinus         | 100 IR/ml                    |                        |                  |
|  197 | 44d560df-a0e6-4fa9-a7f6-c1cf1c0bd6ad | Allergen av Dermatophagoides pteronyssinus         | 300 E/ml                     |                        |                  |
|  198 | 0bd9b24a-e1ed-4519-a5fd-e15103bf6322 | Allergen av gress (Cocksfoot), (Rye-grass), (Ti... | 0.01 IR/ml                   |                        |                  |
|  199 | 5d8a5436-0924-4ad0-a5d3-b0ed836751a6 | Allergen av gress (Cocksfoot), (Rye-grass), (Ti... | 0.1 IR/ml                    |                        |                  |
|  200 | a3535c42-154a-45d9-960d-8edc380b94c8 | Allergen av gress (Cocksfoot), (Rye-grass), (Ti... | 1 IR/ml                      |                        |                  |
|  201 | 00e973f6-a099-4dc2-ab13-6af5760f7a67 | Allergen av gress (Cocksfoot), (Rye-grass), (Ti... | 10 IR/ml                     |                        |                  |
|  202 | c2ed3314-e26a-4433-8762-62676eaab308 | Allergen av gr†or                                  | 100 E/ml                     |                        |                  |
|  203 | 7b8a96bf-90d0-49e3-af49-10df75dcd159 | Allergen av hassel                                 | 10 IR/ml                     |                        | V01AA05          |
|  204 | c5e102b7-e634-479d-a65b-a9f32e5b7315 | Allergen av hassel                                 | 100 E/ml                     |                        |                  |
|  205 | 4724373f-8d04-480e-9a8c-cf6f9014daf0 | Allergen av hassel                                 | 100 IR/ml                    |                        |                  |
|  206 | ce21c5e2-f716-4b1a-a6b6-bd83bc9663f7 | Allergen av hassel                                 | 300 IR/ml                    |                        | V01AA05          |
|  207 | f8875cf6-c333-46ec-96fa-5715359e0d5e | Allergen av hassel                                 | 300 IR/ml                    |                        | V01AA05          |
|  208 | 0e3d9806-d192-495e-b271-2014729937b0 | Allergen av hasselnott                             | 100 IC/ml                    |                        |                  |
|  209 | c6de9dcc-a287-4ca9-a001-da5fa72eec28 | Allergen av hesteepitel                            | 10 IC/ml                     |                        |                  |
|  210 | 6802e462-b2a6-48d8-b402-2656e7bdb685 | Allergen av hesteepitel                            | 100 IC/ml                    |                        |                  |
|  211 | 76a22d2e-b1cd-4d6b-98c2-96d3f96b7778 | Allergen av hesteepitel                            | 100 IC/ml                    |                        |                  |
|  212 | 6e920fe1-15b9-467c-8a97-59336cb54dad | Allergen av hesteepitel                            | 1000 E/ml                    |                        |                  |
|  213 | c73f379e-eec4-4a99-914f-1ad9125341b1 | Allergen av hesteh†r                               | 10 HEP                       |                        |                  |
|  214 | d1495792-ee0b-49a9-b95a-4bca63b3f6bb | Allergen av hesteh†r                               | 100000 SQ-E/ml               |                        |                  |
