554e7e72-50f1-4a1b-8ffa-77432f28d6c3;Aciklovir;50 mg/g; ;D06BB03
6be32546-676f-41f4-b586-21773c7f2089;Aciklovir;80 mg/ml; ;
922886e8-2c04-4581-99b2-dd51e8187a4c;Aciklovir;800 mg; ;
68f96368-3df2-433d-9290-858f1806e754;Acipimox;250 mg; ;
258be336-b5d8-475f-81a5-010b8609384b;Acitretin;10 mg; ;
1730c47e-409a-489e-b49d-2886cec05991;Acitretin;25 mg; ;
cae11be7-7eda-450e-8935-425bf57a5e1b;Adalimumab;20 mg/sprøyte; ;
2feb699b-28a1-41bd-b8b7-f7ffb24a3ae9;Adalimumab;40 mg/penn; ;
5b0c1d37-e123-4256-a694-011c43706ab5;Adalimumab;40 mg/sprøyte; ;
9af3b0c2-86c2-4617-86d4-fb6658b683c9;Adalimumab;80 mg/penn; ;
5cc3f73d-0230-4c19-9b21-b067f0e3a24e;Adalimumab;80 mg/sprøyte; ;
52500978-28cd-4b54-8e2a-bca90a7e2827;Adapalen;0.1 %;1 mg/g;D10AD03
90b941be-79c6-4836-82d4-9ec995fffe40;Adapalen;0.3 %;3 mg/g;D10AD03
e1f5e3e5-9cb9-4164-9b3b-1c5ef04583b0;Adapalen;1 mg/g; ;
e9cd81da-860a-408b-9950-957e15a04b67;Adefovir;10 mg; ;
4acc1e3e-6621-45ad-b282-72a74c8572b3;Adenosin;3 mg/ml; ;
e76c2532-0fd0-4155-b032-df54d108da34;Adenosin;5 mg/ml; ;
77925fe2-ca5f-4b6c-9c1e-6918e91e7c0e;Adrenalin;0.005 mg/ml; ;C01CA24
378eb3dc-c324-458f-90d6-6e118fd0b2dc;Adrenalin;0.01 % w/v;0.1 mg/ml;
aff5429b-f7ae-44b0-a23c-af5a8128fdc0;Adrenalin;0.1 mg/ml; ;
c4e92b3e-94ed-4e09-82eb-9fa641bcb42d;Adrenalin;0.2 mg/ml; ;
3c114db8-d660-4801-b9a5-c03ae72782be;Adrenalin;1 mg/10 ml; ;
00bcce2e-2c04-45db-b9a8-a2a535d9ad44;Adrenalin;1 mg/ml; ;
43c9684e-21f1-40ca-9136-c74ddc572dec;Adrenalin;1 mg/ml; ;
4be49ca3-e35d-47a4-b885-cf59708bcce3;Adrenalin;1 mg/ml; ;
d0c666cb-a38c-47c2-83df-88b45fee1d21;Adrenalin;1 mg/ml; ;
d90a3ca9-9615-41fb-8d46-a6e562287bba;Adrenalin;1 mg/ml; ;B02BC09
8e8a3db4-7702-4916-81fa-751b12d993b6;Adrenalin;10 mikrog/ml; ;C01CA24
13676a15-5241-4663-a3c3-403cf0b85b3c;Adrenalin;12.5 mikrog/ml; ;C01CA24
d7213633-1baf-4e51-b0a1-834b2868f621;Adrenalin;150 mikrog/penn; ;
b5d19ace-fed8-4001-8a23-1f8cb6c6b5fa;Adrenalin;300 mikrog/dose; ;
f266cb16-9e03-4b59-8df7-262cf371d1d6;Adrenalin;300 mikrog/penn; ;
65bf7533-16e5-4c92-a58f-9311bf2b5b19;Adrenalin;5 mikrog/ml; ;
6809102a-335c-445d-aad1-43f07c4271bb;Adrenalin;5 mikrog/ml; ;C01CA24
902eef8f-769b-4131-81eb-5b403c518885;Adrenalin;5 mikrog/ml; ;C01CA24
914b0f5b-81bc-45df-bdfe-18c74b7dbefb;Adrenalin;5 mikrog/ml; ;
aab28109-3f57-4fd7-87de-56c1337dcc29;Adrenalin;5 mikrog/ml; ;C01CA24
bef15912-249b-4dcf-912e-9fd9e12d77e4;Adrenalin;5 mikrog/ml; ;C01CA24
c129a40d-d410-42cf-ac75-11728c0c1a46;Adrenalin;5 mikrog/ml; ;C01CA24
cde8811e-5fda-45a6-83b6-bc6e0ace238c;Adrenalin;5 mikrog/ml; ;C01CA24
d8d9198d-d77e-495b-a96b-8703e0efb0e3;Adrenalin;5 mikrog/ml; ;
e643f0c9-db08-44a0-aa32-2ebd7667f392;Adrenalin;5 mikrog/ml; ;C01CA24
f44edb0a-1f39-41bb-b801-88a617ed9ba5;Adrenalin;5 mikrog/ml; ;C01CA24
6bd75787-86c0-4d46-b1c0-e346f7d7c9ff;Adrenalin;500 mikrog/penn; ;
a4bac2ea-5960-4faa-b5a6-0aa190c8690a;Adrenalin, racemisk;2.25 %;22.5 mg/ml;
47ada410-7bc8-424d-aac5-2f902c389cf5;Aesculin;10 mg; ;
bc8aa2da-f17f-4751-ae6b-bff1af64b533;Afatinib;20 mg; ;
f52bcab0-eea8-4086-8886-98bb23c36b3d;Afatinib;30 mg; ;
f9818717-47ad-47ab-90be-3e3a349d5cd5;Afatinib;40 mg; ;
9a3893d6-b844-45ff-9222-d966c718bfdc;Afatinib;50 mg; ;
458ebec0-0178-4324-8081-2ae08cba727e;Aflibercept;40 mg/ml; ;
fdf3dc05-0326-49e9-9b55-7caa0a18a706;Agalsidase alfa;1 mg/ml; ;
b7afcbd5-a0b0-4647-826f-2e1c9eb8293e;Agalsidase beta (rekombinant human alfa galaktosidase A);35 mg; ;
c0192515-5479-41ee-93f1-9da568197247;Agalsidase beta (rekombinant human alfa galaktosidase A);5 mg; ;
dd7e24ab-4d28-4814-8428-b8622e652474;Agomelatin;25 mg; ;
ed32ee98-3687-48af-bf1d-40412946f51e;Agurkurt;350 mg; ;
b4063efe-58a8-4519-ad73-e6b1899f5b60;Akamprosat;333 mg; ;
0ba25096-aad6-46a4-87d7-1996e56a0506;Akarbose;100 mg; ;
99e0acf2-f80f-4177-b2de-ca6b1033c2ef;Akarbose;50 mg; ;
674df13e-78a2-44ec-aef8-9131f817dc19;Akasiefiber;50 mg; ;
e0e5e7f0-e8c2-4311-ac58-4b7ee8c523a2;Aklidinium;322 mikrog;322 mikrog/dose;
5f602cee-3fba-4c4d-a76e-fb46ea857d9b;Aklidinium;340 mikrog;340 mikrog/dose;R03BB05
6932316c-7179-4f4d-9b97-ffe07855cd02;Aksitinib;1 mg; ;
2a17baf1-6f9c-43ef-8d4c-e17c1bdab450;Aksitinib;3 mg; ;
19298d0c-c421-41a8-93b8-505d163f9fd3;Aksitinib;5 mg; ;
62f9d4bc-ea1f-4a9f-b30e-f34a4ce89832;Aksitinib;7 mg; ;
ed098c95-5458-4f81-a258-491cba1662ef;Alanin;0.951 g/L; ;
d7ece833-c7e3-4451-854e-58a8db089a1a;Albendazol;4 % w/v;40 mg/ml;
08b2c162-db57-4fce-a8e8-1c32473e6e7f;Albendazol;400 mg; ;
766a849c-5bad-4c3b-89d4-f8be8491e909;Albendazol;400 mg; ;
cf51da6d-7349-4335-988a-9e6b94367aab;Albumin;0.3 mg/ml; ;
63feb1aa-0d68-44c1-83fa-d6c7884ccdbf;Albumin;200 g/L; ;
f8c8c442-56ba-4d8a-9de8-b1f48c4011dc;Albumin;50 g/L; ;
d9bc9dc1-df85-464d-8f87-fd57f34c569c;Albumin;50 mg/ml; ;
0b9eaab3-878c-4684-a8ef-93af8871fe1d;Albutrepenonakog alfa;1000 IE; ;
12dd9c62-b0de-4781-a55d-31e21b102823;Albutrepenonakog alfa;2000 IE; ;
e58b2c22-a865-43d7-9b4a-8c5c1d3397a7;Albutrepenonakog alfa;250 IE; ;
0781b48e-e81b-4a7a-a98b-59a5012b2615;Albutrepenonakog alfa;500 IE; ;
0ebcefb0-d058-4688-8d8e-f39ed8107c71;Aldesleukin;18 mill IE; ;
4f7822a7-fd99-439d-8949-74e386e985c1;Alektinib;150 mg; ;
a928f2de-cd95-4cca-96a2-7775a511fee1;Alemtuzumab;12 mg/1.2 ml; ;
47f84bea-8834-49fa-adef-7628a0bcdd37;Alendronsyre;10 mg; ;
4339392d-e7bc-46d5-a048-f17481f3d954;Alendronsyre;70 mg; ;
28ea8671-510e-45b9-ad3a-bf8f9d4f0b4a;Alfa-1-Proteinasehemmer;1000 mg; ;
d92f4c98-bae2-4a6a-86b7-8734cd9acebb;Alfa-galaktosidase;600 IU; ;
c367cc7f-9043-4581-8c28-d95e3c4a9ce6;Alfakalsidol;0.25 mikrog; ;
59572b64-d26b-47e6-b499-aab0b42cd0c0;Alfakalsidol;0.5 mikrog; ;
02d82707-f19a-47e7-90e8-b096e4b5cefc;Alfakalsidol;2 mikrog/ml; ;
f152cfa1-e929-42b2-b4b7-a85995716e48;Alfakalsidol;2 mikrog/ml;0.1 mg/dråpe;
c9f2c15c-6cf4-431f-bba7-1b7bcc4934fb;Alfentanil;0.5 mg/ml; ;
bbdcfa2f-96da-4032-bea8-65bbee3be002;Alfuzosin;2.5 mg; ;
d05853d2-3860-466a-9c57-6313272bc0d8;Alfuzosin;5 mg; ;
9c2b7688-8260-4691-b21c-c813fb5cfdb9;Alglukosidase alfa;50 mg; ;
ff1299b8-af3b-4af6-b820-ae949873c7d6;Alimemazin;10 mg; ;
c9e1fa5f-6b14-40c7-9ad1-526e724fa331;Alimemazin;20 mg; ;
d2575664-a534-42b1-931a-d5e730a160bb;Alimemazin;5 mg/ml; ;
ebede846-f960-478c-996a-bc4881b7ffcf;Alirokumab;150 mg/penn; ;
1f0d4689-8137-4575-bbb5-c06eb524cf04;Alirokumab;75 mg/penn; ;
d955ed0e-4459-4950-9fe2-7c267ed7bb46;Alisaprid;50 mg; ;
88f12c95-7d4d-47d0-ac64-a9aa4a7b3cdc;Aliskiren;150 mg; ;
4c9e13e1-7285-43ea-be6b-3ba6f9a66880;Aliskiren;300 mg; ;
d50059cc-ff0e-41b9-9e6f-b515645c60aa;Alitretinoin;10 mg; ;
2bbed95b-8e4f-44ac-aed2-e03fd5fa2951;Alitretinoin;30 mg; ;
dc4fb6c9-631e-44d7-9a90-443db844ece4;Allergen av alternaria alternata;0.01 IC/ml; ;
253e571e-8139-4f4a-8b7e-25900ae6e865;Allergen av alternaria alternata;0.1 IC/ml; ;
37924548-7b4d-4d9a-b9b9-b9ab48a01f17;Allergen av alternaria alternata;1 IC/ml; ;
68d32a47-a227-4b38-97ce-82b850871a86;Allergen av alternaria alternata;10 IC/ml; ;
e2c4f319-2245-48ce-91a9-8c31a71aa3b5;Allergen av alternaria alternata;10 IC/ml; ;
5d238c7a-d215-4f6d-9573-71b020bcf006;Allergen av alternaria alternata;100 IC/ml; ;
d60ff4ec-47d8-4534-9289-7aa843581734;Allergen av ask;100 IR/ml; ;
f7775e3f-8c58-4734-9b51-12d2a8150783;Allergen av Betula verrucosa;10 HEP; ;
db36ec82-6eed-4205-af5e-046364148b19;Allergen av bigift;10 mikrog/ml; ;
845b3abc-113f-46d6-923a-a780305baedc;Allergen av bigift;100 mikrog/ml; ;
d1b40f20-287f-482d-b12d-391151a9300f;Allergen av bigift;100 SQ-E/ml; ;
f86f9f71-6bf5-4ce4-8b79-04ca348b3a59;Allergen av bigift;1000 SQ-E/ml; ;
b92d919e-1012-4096-8ae1-a521be085b45;Allergen av bigift;10000 SQ-E/ml; ;
336f1bae-f95b-4eb1-bd15-806340f78f5a;Allergen av bigift;100000 SQ-E/ml; ;
50c88a1f-7469-412e-9b6a-5360cf40f4f9;Allergen av bigift;100000 SQ-E/ml; ;
8764f919-3fe0-4038-8d3f-0070c8156ada;Allergen av bigift;100000 SQ-E/ml; ;
dae19dd2-5165-4ceb-92bf-510b62fbff5f;Allergen av bigift;300 mikrog/ml; ;
6e016ce1-0030-4882-b9aa-2e7eb2407ad5;Allergen av bjørk;10 IR/ml; ;V01AA05
ac4982db-c4fc-4678-83e7-f6454d3cbf01;Allergen av bjørk;100 IR/ml; ;
3d4e23d3-1fcc-48db-904d-c3ce26f09a8c;Allergen av bjørk;300 IR/ml; ;V01AA05
44ac57d3-17eb-49e2-88d4-340022f6bd85;Allergen av bjørk;300 IR/ml; ;V01AA05
765c900b-2140-4f9a-8b22-d1a29e5d4d9e;Allergen av bjørkepollen;0.01 IR/ml; ;
8e823066-9d62-497c-a0b7-2695b1244488;Allergen av bjørkepollen;0.1 IR/ml; ;
d0aa1704-8dc0-409a-bc48-97c24f924e94;Allergen av bjørkepollen;1 IR/ml; ;
bb06c382-c503-4841-b3a7-70ae9a5775ee;Allergen av bjørkepollen;10 IR/ml; ;
ef00d33b-ccef-479a-ae8d-f2f892c9dfb0;Allergen av bjørkepollen;10 IR/ml; ;
f384b039-5c54-418b-8b7b-9e7be31f2094;Allergen av bjørkepollen;100 E/ml; ;
e62edfa8-c7d7-4e47-bc45-4feb96fcfd0a;Allergen av bjørkepollen;10000 SQ-E/ml; ;
1ad8b407-01fd-486a-8e5e-24422799a823;Allergen av bjørkepollen;100000 SQ-E/ml; ;
f547381c-b38a-42ed-bab5-9d4d84b2c9bc;Allergen av bjørkepollen;100000 SQ-E/ml; ;
b31c27ec-fdc0-4492-a350-70d317b2ac87;Allergen av bjørkepollen;300 IR/ml; ;
945b95f1-6495-4d94-adfa-ff276d521e81;Allergen av Dermatophagoides pteronyssinus;0.01 IR/ml; ;
be943c84-95a0-4c1f-888e-f5c6912df487;Allergen av Dermatophagoides pteronyssinus;0.1 IR/ml; ;
0ce048f7-b1a3-4773-91c4-d528d227deb8;Allergen av Dermatophagoides pteronyssinus;1 IR/ml; ;
b8b46cee-bbe5-4e2f-99f8-1437d99deba1;Allergen av Dermatophagoides pteronyssinus;10 HEP; ;
5b63fdea-e5b1-471a-be6b-59c34fac2e39;Allergen av Dermatophagoides pteronyssinus;10 IR/ml; ;
21a76957-bc3a-44f5-b981-ad63c569aa74;Allergen av Dermatophagoides pteronyssinus;100 IR/ml; ;
44d560df-a0e6-4fa9-a7f6-c1cf1c0bd6ad;Allergen av Dermatophagoides pteronyssinus;300 E/ml; ;
0bd9b24a-e1ed-4519-a5fd-e15103bf6322;Allergen av gress (Cocksfoot), (Rye-grass), (Timothy), (Meadow grass) og (sweet vernal grass);0.01 IR/ml; ;
5d8a5436-0924-4ad0-a5d3-b0ed836751a6;Allergen av gress (Cocksfoot), (Rye-grass), (Timothy), (Meadow grass) og (sweet vernal grass);0.1 IR/ml; ;
a3535c42-154a-45d9-960d-8edc380b94c8;Allergen av gress (Cocksfoot), (Rye-grass), (Timothy), (Meadow grass) og (sweet vernal grass);1 IR/ml; ;
00e973f6-a099-4dc2-ab13-6af5760f7a67;Allergen av gress (Cocksfoot), (Rye-grass), (Timothy), (Meadow grass) og (sweet vernal grass);10 IR/ml; ;
c2ed3314-e26a-4433-8762-62676eaab308;Allergen av gråor;100 E/ml; ;
7b8a96bf-90d0-49e3-af49-10df75dcd159;Allergen av hassel;10 IR/ml; ;V01AA05
c5e102b7-e634-479d-a65b-a9f32e5b7315;Allergen av hassel;100 E/ml; ;
4724373f-8d04-480e-9a8c-cf6f9014daf0;Allergen av hassel;100 IR/ml; ;
ce21c5e2-f716-4b1a-a6b6-bd83bc9663f7;Allergen av hassel;300 IR/ml; ;V01AA05
f8875cf6-c333-46ec-96fa-5715359e0d5e;Allergen av hassel;300 IR/ml; ;V01AA05
0e3d9806-d192-495e-b271-2014729937b0;Allergen av hasselnøtt;100 IC/ml; ;
c6de9dcc-a287-4ca9-a001-da5fa72eec28;Allergen av hesteepitel;10 IC/ml; ;
6802e462-b2a6-48d8-b402-2656e7bdb685;Allergen av hesteepitel;100 IC/ml; ;
76a22d2e-b1cd-4d6b-98c2-96d3f96b7778;Allergen av hesteepitel;100 IC/ml; ;
6e920fe1-15b9-467c-8a97-59336cb54dad;Allergen av hesteepitel;1000 E/ml; ;
c73f379e-eec4-4a99-914f-1ad9125341b1;Allergen av hestehår;10 HEP; ;
d1495792-ee0b-49a9-b95a-4bca63b3f6bb;Allergen av hestehår;100000 SQ-E/ml; ;
2452591b-d4fe-40ad-b06b-6888471205ae;Allergen av hundeepitel;100 E/ml; ;
8d378b37-0930-48b6-9f84-bfe6b2833bf6;Allergen av hundehår;10 HEP; ;
c2d8b454-7554-4f32-a7c6-14e8eb640247;Allergen av hundehår;100000 SQ-E/ml; ;
e5a15fda-db6e-4931-a64b-fe5cfd6214ad;Allergen av husstøvmidd, dermatophagoides farinae;10 HEP; ;
ee6c3cf5-f308-4679-b557-7a6ac24a8165;Allergen av husstøvmidd, dermatophagoides farinae;100 E/ml; ;
8949ff48-27df-49a2-83a6-aa99a5231157;Allergen av husstøvmidd, dermatophagoides farinae;100 SQ-E/ml; ;
8ef21201-4521-41c7-b540-9370d160fa8b;Allergen av husstøvmidd, dermatophagoides farinae;1000 SQ-E/ml; ;
fb2118e2-479b-405d-b716-0b539827aeea;Allergen av husstøvmidd, dermatophagoides farinae;10000 SQ-E/ml; ;
d914a2e2-546e-47fc-a8b9-9056c024ca1b;Allergen av husstøvmidd, dermatophagoides farinae;100000 SQ-E; ;
e7e7dc20-a4bd-44be-a4fd-129be35af3b2;Allergen av husstøvmidd, dermatophagoides farinae;100000 SQ-E/ml; ;
bf4ce18f-ce1c-4d4c-8607-682bcd3bef77;Allergen av husstøvmidd, dermatophagoides farinae;12 SQ-HDM; ;
bcfa780c-2801-4150-8277-0959e3a32b12;Allergen av husstøvmidd, dermatophagoides pteronyssinus;10 IR/ml; ;
13bcbbc0-9b59-48b8-8dc4-90869f5b3ecf;Allergen av husstøvmidd, dermatophagoides pteronyssinus;100 SQ-E/ml; ;
0082aec9-0945-440f-b7a8-a35d1d536cdb;Allergen av husstøvmidd, dermatophagoides pteronyssinus;1000 SQ-E/ml; ;
e00b88f3-d18d-4d73-81ec-8f665705035a;Allergen av husstøvmidd, dermatophagoides pteronyssinus;10000 SQ-E/ml; ;
a8a8e09f-687b-4494-a91b-27ebd08732a0;Allergen av husstøvmidd, dermatophagoides pteronyssinus;100000 SQ-E/ml; ;
c0dd0567-d310-4c2c-965a-e3918a3fb15f;Allergen av husstøvmidd, dermatophagoides pteronyssinus;100000 SQ-E/ml; ;
fac0df70-c2eb-43c0-acb5-67e79aabd8e4;Allergen av husstøvmidd, dermatophagoides pteronyssinus;100000 SQ-E/ml; ;
dbccb4e7-ef96-4319-a893-c0920570ff5a;Allergen av husstøvmidd, dermatophagoides pteronyssinus;12 SQ-HDM; ;
1c2f3938-029d-4c48-87bc-96bc5c41b546;Allergen av katteepitel;10 IR/ml; ;
9eb1ad4f-27e5-4a89-b711-ef57c55ba2ae;Allergen av katteepitel;10 IR/ml; ;
11b88045-b49c-4997-b09e-fb51d85e9d1a;Allergen av katteepitel;100 E/ml; ;
a83b5f6e-fe9b-41c1-8989-76f7903689cd;Allergen av katteepitel;100 IR/ml; ;
180681c1-89e8-4ebc-b540-e9cc0c36bf4b;Allergen av kattehår;10 HEP; ;
4155aba8-54e8-468a-8472-8c270844594b;Allergen av kattehår;100000 SQ-E/ml; ;
ea480505-f3c4-4b28-bf31-720f6b73c6b7;Allergen av latex;500 mikrog/ml; ;
6fac10da-a5c9-454d-b925-79f7bd7f0a49;Allergen av legeblidnesle;100 IR/ml; ;
6db812a4-c2e1-4a21-8e69-fdf61d7fd3f9;Allergen av oliven;100 IR/ml; ;
320f183d-c780-4898-b6ef-1060e9cd6b9c;Allergen av Phleum pratense;10 HEP; ;
1bbd736f-bb02-4078-b0bc-b049d232fc36;Allergen av Phleum pratense;100 IR/ml; ;
26ab1a72-14c5-4813-a7fe-4b9e4df88c0e;Allergen av raigress;100 IR; ;
13828388-a1e7-44c9-96ae-2c6a94401e5e;Allergen av raigress;100 IR/ml; ;
a4367376-bb3e-4ee2-a81f-213b85362451;Allergen av raigress;300 IR; ;
ccea60a8-e7dd-43d4-b150-eb94b261b57a;Allergen av timotei;10 IR/ml; ;
360daea1-c697-4355-94d1-f821386b378d;Allergen av timotei;10000 SQ-E/ml; ;
08ff8530-04e4-440b-ad19-56481c145fdf;Allergen av timotei;100000 SQ-E/ml; ;
69f994a5-49b9-41b3-98f7-82d79a5ce838;Allergen av timotei;100000 SQ-E/ml; ;
1be7fe78-bdb7-4ba9-a935-9aa8d0adcb52;Allergen av timotei;300 IR/ml; ;
ca53b37c-fe1b-4481-9edd-0ce99cd8ae3e;Allergen av vepsegift;10 mikrog/ml; ;
11574fef-db31-4d08-adde-d9713be64dff;Allergen av vepsegift;100 mikrog/ml; ;
77368bcf-9ca6-4409-a796-e910e64fa84c;Allergen av vepsegift;100 SQ-E/ml; ;
03aedd4b-4fa2-449c-b61f-1ba0b1ad981d;Allergen av vepsegift;1000 SQ-E/ml; ;
23a78b4c-be53-41ea-82f8-7df4c688e30b;Allergen av vepsegift;10000 SQ-E/ml; ;
595ada2f-ec3b-4f80-973f-9b2c8a47ae65;Allergen av vepsegift;100000 SQ-E/ml; ;
9a98e5f3-83ba-4d35-b224-670bd1ea098c;Allergen av vepsegift;100000 SQ-E/ml; ;
ba3334cb-c6a6-4219-908e-d138c5b4db0a;Allergen av vepsegift;100000 SQ-E/ml; ;
6aa0e86f-5ad5-4032-8153-1623d8910551;Allergen av vepsegift;300 mikrog/ml; ;
97a3d78e-2f69-47bc-833f-d1d01af2f82f;Allergenekstrakt av agnbøk;100 IR/ml; ;
2af9cf80-6c14-4407-97f2-fe3204df35a2;Allergenekstrakt av beiskambrosia;100 IR/ml; ;
5fa5e5f3-bbe4-4ecf-9a84-112abbae58c8;Allergenekstrakt av gresspollen fra Timotei;10 IR/ml; ;
6214be63-4595-40bb-abfd-968186b1838c;Allergenekstrakt av gresspollen fra Timotei;100 IR; ;
83b25f26-ad26-4651-908a-067ce7a5ecf4;Allergenekstrakt av gresspollen fra Timotei;100 IR/ml; ;
f7f80cfe-34f8-4bb6-ba86-67011e0f7fe3;Allergenekstrakt av gresspollen fra Timotei;100 IR/ml; ;
ccb0296f-5e5a-4b88-b8cf-5a6ee788c406;Allergenekstrakt av gresspollen fra Timotei;300 IR; ;
cea7773f-5201-4715-977c-0dcc58b77014;Allergenekstrakt av gresspollen fra Timotei;300 IR/ml; ;
7d66e93c-0838-4900-aa6d-d1f4949cd1b9;Allergenekstrakt av gresspollen fra Timotei;75000 SQ-T; ;
bfa2e1ed-17af-4fba-a3e7-4223afe09681;Allergenekstrakt av gulaks (Anthoxanthum odoratum);10 IR/ml; ;
fc353705-acf4-403e-8e20-099ac0e54912;Allergenekstrakt av gulaks (Anthoxanthum odoratum);100 IR; ;
0841dc93-b7ab-4445-8c7b-901b2a29c46d;Allergenekstrakt av gulaks (Anthoxanthum odoratum);100 IR/ml; ;
f4b4c061-b7d8-4b19-b8e4-0c86f45ca932;Allergenekstrakt av gulaks (Anthoxanthum odoratum);100 IR/ml; ;
d2d65375-1e01-426a-86c8-af6015ca896d;Allergenekstrakt av gulaks (Anthoxanthum odoratum);300 IR; ;
d6255211-f1b1-4b46-9ce7-6448af12b0fe;Allergenekstrakt av gulaks (Anthoxanthum odoratum);300 IR; ;
